loan_id,customer_id,amount,duration,payments,status,year,month,day,date,fulldate,location,purpose,comments
5897,A00004415,15192,24,633,A,2016,9,25,2016-09-25,2016-09-25,1,car,interest rate:3.14%; monthly payment:$810
6865,A00003556,29448,12,2454,B,2016,9,11,2016-09-11,2016-09-11,1,debt_consolidation,interest rate: 3.55%; Monthly payment: 537
5586,A00007181,48744,36,1354,C,2016,9,14,2016-09-14,2016-09-14,18,debt_consolidation,Interest rate: 3.0%; Monthly payment: 580
7136,A00005256,54396,36,1511,C,2016,9,28,2016-09-28,2016-09-28,1,home_improvement,Interest rate: 3.81%; Monthly payment: 927
7194,A00005269,68832,36,1912,C,2016,9,17,2016-09-17,2016-09-17,1,home,interest rate: 3.3%; monthly payment: 879
5385,A00009024,71460,36,1985,C,2016,9,9,2016-09-09,2016-09-09,59,home,interest rate:3.19%; Monthly payment:$303
6461,A00004144,74124,36,2059,C,2016,9,19,2016-09-19,2016-09-19,1,home,interest rate:3.31%; Monthly payment:351
6613,A00002322,84120,24,3505,A,2016,9,22,2016-09-22,2016-09-22,1,home,interest rate:3.11%; Monthly payment:$645
6995,A00009263,96168,12,8014,A,2016,9,26,2016-09-26,2016-09-26,1,home,Interest rate: 3.41%; Monthly payment: 545
5415,A00005837,139464,36,3874,D,2016,9,26,2016-09-26,2016-09-26,59,home,interest rate:3.84%; Monthly payment:509
6732,A00003747,174048,48,3626,C,2016,9,19,2016-09-19,2016-09-19,1,home,Interest rate:3.72%; monthly payment:$791
6302,A00004415,181020,60,3017,C,2016,9,16,2016-09-16,2016-09-16,1,home,interest rate: 3.89%; Monthly payment: $172
7036,A00004079,194940,36,5415,C,2016,9,25,2016-09-25,2016-09-25,1,home,Interest rate: 3.21%; monthly payment: 781
