loan_id,customer_id,amount,duration,payments,status,year,month,day,date,fulldate,location,purpose,comments
6878,A00000873,23184,12,1932,A,2017,1,24,2017-01-24,2017-01-24,1,debt_consolidation,interest rate:3.99%; Monthly payment:$104
5358,A00000675,38520,12,3210,A,2017,1,21,2017-01-21,2017-01-21,59,debt_consolidation,Interest rate:3.93%; Monthly payment:$485
7286,A00009153,67320,36,1870,C,2017,1,31,2017-01-31,2017-01-31,1,home,Interest rate:3.49%; Monthly payment:773
6095,A00002262,68340,60,1139,C,2017,1,24,2017-01-24,2017-01-24,1,home,Interest rate: 3.23%; monthly payment: 184
5895,A00004476,93960,60,1566,C,2017,1,3,2017-01-03,2017-01-03,1,home,Interest rate:3.29%; Monthly payment:$343
6793,A00010940,186300,60,3105,C,2017,1,30,2017-01-30,2017-01-30,1,home,interest rate: 3.36%; monthly payment: 678
6142,A00001862,221880,60,3698,C,2017,1,21,2017-01-21,2017-01-21,1,home,Interest rate:3.08%; monthly payment:$386
6173,A00004127,232560,48,4845,C,2017,1,8,2017-01-08,2017-01-08,1,home,Interest rate:3.13%; monthly payment:$602
7122,A00007765,260640,36,7240,D,2017,1,4,2017-01-04,2017-01-04,1,home,Interest rate: 3.38%; monthly payment: 546
6554,A00009201,390096,48,8127,C,2017,1,29,2017-01-29,2017-01-29,1,home,Interest rate: 3.51%; monthly payment: $362
