loan_id,customer_id,amount,duration,payments,status,year,month,day,date,fulldate,location,purpose,comments
6942,A00009493,18324,12,1527,A,2017,7,16,2017-07-16,2017-07-16,1,car,interest rate: 3.3%; monthly payment: $456
6758,A00007485,33144,12,2762,A,2017,7,29,2017-07-29,2017-07-29,1,debt_consolidation,interest rate:3.9%; monthly payment:$728
5808,A00000666,41856,48,872,C,2017,7,31,2017-07-31,2017-07-31,1,debt_consolidation,Interest rate: 3.87%; monthly payment: $291
6249,A00001284,67608,24,2817,C,2017,7,30,2017-07-30,2017-07-30,1,home,interest rate: 3.73%; Monthly payment: $469
5214,A00004576,74772,36,2077,C,2017,7,1,2017-07-01,2017-07-01,64,home,interest rate:3.08%; Monthly payment:404
7051,A00002912,77808,12,6484,A,2017,7,28,2017-07-28,2017-07-28,1,home_improvement,Interest rate:3.32%; Monthly payment:105
5270,A00000378,191088,48,3981,C,2017,7,21,2017-07-21,2017-07-21,64,home,interest rate:3.4%; monthly payment:$184
5086,A00005215,210384,48,4383,C,2017,7,16,2017-07-16,2017-07-16,64,home,Interest rate: 3.88%; Monthly payment: 998
6350,A00009645,294384,48,6133,C,2017,7,9,2017-07-09,2017-07-09,1,home,Interest rate:3.0%; monthly payment:218
6705,A00006930,333648,48,6951,D,2017,7,25,2017-07-25,2017-07-25,1,home,Interest rate: 3.25%; Monthly payment: 315
5063,A00002545,357840,48,7455,D,2017,7,10,2017-07-10,2017-07-10,70,home,Interest rate: 3.98%; monthly payment: 598
5041,A00003293,369000,60,6150,C,2017,7,11,2017-07-11,2017-07-11,70,home,Interest rate:3.96%; monthly payment:568
