loan_id,customer_id,amount,duration,payments,status,year,month,day,date,fulldate,location,purpose,comments
6688,A00005650,8616,24,359,C,2017,9,26,2017-09-26,2017-09-26,1,car,interest rate: 3.84%; Monthly payment: $303
5718,A00001819,14028,12,1169,A,2017,9,1,2017-09-01,2017-09-01,1,car,Interest rate: 3.79%; monthly payment: $675
5229,A00011327,23520,12,1960,A,2017,9,6,2017-09-06,2017-09-06,64,home_improvement,Interest rate: 3.85%; monthly payment: $767
5531,A00005944,66432,24,2768,C,2017,9,30,2017-09-30,2017-09-30,29,debt_consolidation,Interest rate: 3.0%; Monthly payment: $155
5643,A00002335,94512,12,7876,B,2017,9,21,2017-09-21,2017-09-21,59,home,Interest rate:3.18%; monthly payment:452
6355,A00003403,127200,48,2650,C,2017,9,24,2017-09-24,2017-09-24,1,home,interest rate: 3.92%; Monthly payment: 132
6641,A00001242,128268,36,3563,C,2017,9,9,2017-09-09,2017-09-09,1,home,Interest rate:3.66%; Monthly payment:227
5206,A00007099,128544,24,5356,C,2017,9,7,2017-09-07,2017-09-07,64,home,interest rate:3.12%; Monthly payment:$790
6104,A00002000,158184,36,4394,C,2017,9,5,2017-09-05,2017-09-05,1,home,interest rate: 3.68%; Monthly payment: 473
4990,A00003084,162576,36,4516,C,2017,9,8,2017-09-08,2017-09-08,1,home,interest rate: 3.67%; monthly payment: 950
6196,A00001888,177804,36,4939,C,2017,9,14,2017-09-14,2017-09-14,1,home,Interest rate: 3.47%; Monthly payment: $454
5963,A00004631,204780,60,3413,C,2017,9,7,2017-09-07,2017-09-07,1,home,interest rate:3.7%; Monthly payment:373
5369,A00009491,214596,36,5961,C,2017,9,12,2017-09-12,2017-09-12,59,home,Interest rate: 3.96%; Monthly payment: 809
5719,A00004981,271584,48,5658,C,2017,9,20,2017-09-20,2017-09-20,1,home,Interest rate:3.53%; monthly payment:$920
7050,A00007769,311232,48,6484,C,2017,9,23,2017-09-23,2017-09-23,1,home,Interest rate:3.1%; Monthly payment:375
6239,A00006792,360864,48,7518,D,2017,9,28,2017-09-28,2017-09-28,1,home,Interest rate:3.74%; Monthly payment:350
5236,A00004851,389136,48,8107,C,2017,9,15,2017-09-15,2017-09-15,64,home,interest rate: 3.83%; monthly payment: 947
6625,A00008772,473280,60,7888,D,2017,9,7,2017-09-07,2017-09-07,1,home,Interest rate: 3.37%; Monthly payment: $922
