loan_id,customer_id,amount,duration,payments,status,year,month,day,date,fulldate,location,purpose,comments
6377,A00008558,17184,12,1432,A,2017,3,17,2017-03-17,2017-03-17,1,debt_consolidation,interest rate:3.11%; Monthly payment:$145
5382,A00008533,22932,36,637,C,2017,3,17,2017-03-17,2017-03-17,59,car,Interest rate:3.03%; Monthly payment:$682
5931,A00007907,66696,24,2779,D,2017,3,17,2017-03-17,2017-03-17,1,home,Interest rate:3.51%; monthly payment:$970
5682,A00005001,67464,12,5622,A,2017,3,7,2017-03-07,2017-03-07,1,home,Interest rate: 3.89%; monthly payment: $524
7201,A00005724,67464,12,5622,A,2017,3,7,2017-03-07,2017-03-07,1,home,Interest rate: 3.22%; monthly payment: $156
6753,A00010911,67980,12,5665,A,2017,3,20,2017-03-20,2017-03-20,1,home,Interest rate:3.96%; monthly payment:$778
5992,A00010445,76080,12,6340,A,2017,3,18,2017-03-18,2017-03-18,1,home,interest rate:3.85%; monthly payment:$217
6875,A00000314,83280,48,1735,C,2017,3,13,2017-03-13,2017-03-13,1,home,interest rate: 3.46%; Monthly payment: 425
5790,A00001603,84288,48,1756,C,2017,3,20,2017-03-20,2017-03-20,1,home,interest rate:3.11%; monthly payment:$702
5784,A00002728,84600,36,2350,D,2017,3,29,2017-03-29,2017-03-29,1,home,Interest rate: 3.01%; Monthly payment: $100
7115,A00005572,88704,48,1848,C,2017,3,4,2017-03-04,2017-03-04,1,home,Interest rate: 3.23%; monthly payment: $158
5868,A00007274,90156,12,7513,A,2017,3,29,2017-03-29,2017-03-29,1,home,interest rate: 3.37%; Monthly payment: 213
6088,A00004994,90180,36,2505,C,2017,3,7,2017-03-07,2017-03-07,1,home,Interest rate:3.28%; Monthly payment:139
7046,A00007180,91632,12,7636,A,2017,3,28,2017-03-28,2017-03-28,1,home,interest rate: 3.53%; Monthly payment: 947
6562,A00006400,94488,24,3937,C,2017,3,21,2017-03-21,2017-03-21,1,home,interest rate:3.88%; monthly payment:$843
5953,A00001967,97176,24,4049,C,2017,3,14,2017-03-14,2017-03-14,1,home,Interest rate:3.41%; monthly payment:$994
7250,A00007674,119136,48,2482,C,2017,3,4,2017-03-04,2017-03-04,1,home,Interest rate:3.34%; Monthly payment:268
6010,A00000993,150180,60,2503,C,2017,3,6,2017-03-06,2017-03-06,1,home,interest rate: 3.93%; Monthly payment: 894
5942,A00006034,162624,48,3388,C,2017,3,15,2017-03-15,2017-03-15,1,home,Interest rate: 3.11%; monthly payment: 486
6938,A00010520,341280,60,5688,C,2017,3,10,2017-03-10,2017-03-10,1,home,Interest rate:3.99%; monthly payment:118
