loan_id,customer_id,amount,duration,payments,status,year,month,day,date,fulldate,location,purpose,comments
5131,A00006397,48624,24,2026,A,2015,1,8,2015-01-08,2015-01-08,64,home,Interest rate: 3.06%; Monthly payment: 787
6598,A00010202,68112,12,5676,A,2015,1,18,2015-01-18,2015-01-18,1,home,Interest rate:3.52%; Monthly payment:829
5739,A00010266,76380,12,6365,A,2015,1,2,2015-01-02,2015-01-02,1,home,interest rate:3.44%; Monthly payment:495
6960,A00005228,76416,24,3184,A,2015,1,11,2015-01-11,2015-01-11,1,home,interest rate:3.49%; monthly payment:967
5464,A00001252,95808,12,7984,A,2015,1,30,2015-01-30,2015-01-30,59,home,Interest rate:3.45%; Monthly payment:$515
6358,A00010973,137880,60,2298,D,2015,1,14,2015-01-14,2015-01-14,1,home,interest rate:3.33%; Monthly payment:$613
5624,A00004190,177744,48,3703,D,2015,1,3,2015-01-03,2015-01-03,18,home,Interest rate: 3.23%; Monthly payment: 970
6244,A00009790,270648,36,7518,B,2015,1,8,2015-01-08,2015-01-08,1,home,interest rate:3.53%; monthly payment:$594
6526,A00003418,288468,36,8013,A,2015,1,3,2015-01-03,2015-01-03,1,home,Interest rate: 3.5%; Monthly payment: $603
5418,A00009377,347952,48,7249,C,2015,1,16,2015-01-16,2015-01-16,59,home,Interest rate:3.96%; monthly payment:$900
