loan_id,customer_id,amount,duration,payments,status,year,month,day,date,fulldate,location,purpose,comments
5651,A00008772,19248,12,1604,A,2017,12,8,2017-12-08,2017-12-08,59,car,Interest rate:3.22%; Monthly payment:832
7187,A00007815,24180,60,403,C,2017,12,24,2017-12-24,2017-12-24,1,car,interest rate: 3.43%; monthly payment: $866
5584,A00011244,24792,24,1033,C,2017,12,6,2017-12-06,2017-12-06,18,debt_consolidation,interest rate: 3.87%; monthly payment: $690
6502,A00004533,30276,12,2523,A,2017,12,8,2017-12-08,2017-12-08,1,debt_consolidation,Interest rate:3.54%; monthly payment:$407
4962,A00001787,30276,12,2523,A,2017,12,8,2017-12-08,2017-12-08,1,debt_consolidation,interest rate:3.44%; monthly payment:461
6727,A00008926,42840,12,3570,A,2017,12,10,2017-12-10,2017-12-10,1,debt_consolidation,interest rate:3.2%; Monthly payment:561
7199,A00003448,45768,12,3814,A,2017,12,9,2017-12-09,2017-12-09,1,home,interest rate:3.72%; Monthly payment:455
6399,A00009236,49320,36,1370,C,2017,12,21,2017-12-21,2017-12-21,1,home_improvement,Interest rate: 3.2%; Monthly payment: 184
6574,A00007156,77544,36,2154,C,2017,12,20,2017-12-20,2017-12-20,1,home_improvement,interest rate: 3.72%; Monthly payment: $905
6059,A00000525,79824,12,6652,A,2017,12,28,2017-12-28,2017-12-28,1,home,Interest rate:3.49%; Monthly payment:$794
5933,A00010942,87528,24,3647,C,2017,12,13,2017-12-13,2017-12-13,1,home,Interest rate: 3.44%; monthly payment: 160
5862,A00001011,100128,24,4172,C,2017,12,9,2017-12-09,2017-12-09,1,home,Interest rate:3.26%; Monthly payment:$257
5799,A00009677,106128,36,2948,C,2017,12,28,2017-12-28,2017-12-28,1,home,Interest rate:3.15%; monthly payment:134
6353,A00009814,116496,24,4854,C,2017,12,25,2017-12-25,2017-12-25,1,home,interest rate:3.37%; monthly payment:542
6544,A00004447,130464,48,2718,C,2017,12,11,2017-12-11,2017-12-11,1,home,interest rate:3.17%; monthly payment:460
7279,A00002246,155760,24,6490,C,2017,12,11,2017-12-11,2017-12-11,1,home,Interest rate: 3.82%; Monthly payment: 269
6147,A00009493,177504,48,3698,C,2017,12,28,2017-12-28,2017-12-28,1,home,interest rate:3.25%; Monthly payment:723
6254,A00003875,247920,48,5165,C,2017,12,28,2017-12-28,2017-12-28,1,home,Interest rate: 3.03%; Monthly payment: 333
4988,A00007606,265320,36,7370,D,2017,12,6,2017-12-06,2017-12-06,1,home,interest rate: 3.57%; Monthly payment: $573
5469,A00005445,293160,60,4886,C,2017,12,26,2017-12-26,2017-12-26,59,home,interest rate:3.28%; Monthly payment:$564
7100,A00008159,348120,60,5802,C,2017,12,31,2017-12-31,2017-12-31,1,home,interest rate: 3.77%; monthly payment: $715
5976,A00004127,465504,48,9698,D,2017,12,27,2017-12-27,2017-12-27,1,home,interest rate:3.3%; Monthly payment:$689
5043,A00010439,468060,60,7801,C,2017,12,25,2017-12-25,2017-12-25,70,home,Interest rate:3.21%; Monthly payment:$919
